PROJECT_ID,PROJECT_NAME,PROJECT_CUSTOMER,PROJECT_VERTICAL,PROJECT_EXECUTION_UNIT,PROJECT_TYPE,PROJECT_STATUS,PROJECT_MANAGER_ID,PROJECT_MANAGER_NAME,ASDM_NUMBER,ASDM_NAME,PM_STATUS,BILLING_CYCLE_START_DATE,BILLING_CYCLE_END_DATE,Vertical,Unit,Commercial Model
PID_1488,PRJ_1488,CUST_144,PRJ_Vert_05,PRJ_Exec_09,Standard Billable,Active,PM_177,Project_Manager_177,ASDM_42,Account_Service_Delivery_Manager_42,Confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_01,Commercial_Model_05
PID_1489,PRJ_1489,CUST_377,PRJ_Vert_01,PRJ_Exec_45,Standard Billable,Active,PM_220,Project_Manager_220,ASDM_28,Account_Service_Delivery_Manager_28,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_04
PID_1490,PRJ_1490,CUST_13,PRJ_Vert_06,PRJ_Exec_21,Standard Billable,Active,PM_492,Project_Manager_492,ASDM_36,Account_Service_Delivery_Manager_36,Confirmed,01-03-2026,31-03-2026,Vertical_06,Unit_01,Commercial_Model_01
PID_1491,PRJ_1491,CUST_159,PRJ_Vert_02,PRJ_Exec_19,Standard Billable,Active,PM_202,Project_Manager_202,ASDM_30,Account_Service_Delivery_Manager_30,Confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_04
PID_1492,PRJ_1492,CUST_62,PRJ_Vert_06,PRJ_Exec_32,Standard Billable,Active,PM_139,Project_Manager_139,ASDM_56,Account_Service_Delivery_Manager_56,Confirmed,01-03-2026,31-03-2026,Vertical_06,Unit_01,Commercial_Model_04
PID_1494,PRJ_1494,CUST_12,PRJ_Vert_03,PRJ_Exec_10,Standard Billable,Active,PM_12,Project_Manager_12,ASDM_12,Account_Service_Delivery_Manager_12,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_02,Commercial_Model_02
PID_1495,PRJ_1495,CUST_12,PRJ_Vert_03,PRJ_Exec_10,Standard Billable,Active,PM_12,Project_Manager_12,ASDM_12,Account_Service_Delivery_Manager_12,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_02,Commercial_Model_02
PID_1496,PRJ_1496,CUST_47,PRJ_Vert_01,PRJ_Exec_05,Standard Billable,Active,PM_128,Project_Manager_128,ASDM_45,Account_Service_Delivery_Manager_45,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_02
PID_1497,PRJ_1497,CUST_379,PRJ_Vert_02,PRJ_Exec_56,Standard Billable,Active,PM_602,Project_Manager_602,ASDM_101,Account_Service_Delivery_Manager_100,Confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_02,Commercial_Model_04
PID_1498,PRJ_1498,CUST_95,PRJ_Vert_01,PRJ_Exec_01,Standard Billable,Active,PM_113,Project_Manager_113,ASDM_74,Account_Service_Delivery_Manager_73,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_04
PID_1499,PRJ_1499,CUST_132,PRJ_Vert_01,PRJ_Exec_05,Standard Billable,Active,PM_158,Project_Manager_158,ASDM_87,Account_Service_Delivery_Manager_86,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_02
PID_1487,PRJ_1487,CUST_68,PRJ_Vert_05,PRJ_Exec_09,Standard Billable,Active,PM_122,Project_Manager_122,ASDM_11,Account_Service_Delivery_Manager_11,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_01,Commercial_Model_02
PID_1500,PRJ_1500,CUST_125,PRJ_Vert_04,PRJ_Exec_31,Standard Billable,Active,PM_136,Project_Manager_136,ASDM_78,Account_Service_Delivery_Manager_77,Confirmed,01-03-2026,31-03-2026,Vertical_04,Unit_01,Commercial_Model_02
PID_1501,PRJ_1501,CUST_42,PRJ_Vert_05,PRJ_Exec_09,Standard Billable,Active,PM_603,Project_Manager_603,ASDM_42,Account_Service_Delivery_Manager_42,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_01,Commercial_Model_04
PID_1503,PRJ_1503,CUST_380,PRJ_Vert_06,PRJ_Exec_12,Standard Billable,Active,PM_129,Project_Manager_129,ASDM_14,Account_Service_Delivery_Manager_14,Confirmed,01-03-2026,31-03-2026,Vertical_06,Unit_01,Commercial_Model_04
PID_1504,PRJ_1504,CUST_113,PRJ_Vert_01,PRJ_Exec_01,Standard Billable,Active,PM_138,Project_Manager_138,ASDM_79,Account_Service_Delivery_Manager_78,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_04
PID_1449,PRJ_1449,CUST_33,PRJ_Vert_02,PRJ_Exec_23,Standard Billable,Active,PM_36,Project_Manager_36,ASDM_34,Account_Service_Delivery_Manager_34,Confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_01
PID_412,PRJ_412,CUST_200,PRJ_Vert_01,PRJ_Exec_20,Standard Billable,Active,PM_263,Project_Manager_263,ASDM_31,Account_Service_Delivery_Manager_31,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_02
PID_1972,PRJ_1972,CUST_132,PRJ_Vert_01,PRJ_Exec_24,Customer Non Billable,Active,PM_713,Project_Manager_711,,,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_05
PID_1505,PRJ_1505,CUST_113,PRJ_Vert_01,PRJ_Exec_01,Standard Billable,Active,PM_138,Project_Manager_138,ASDM_79,Account_Service_Delivery_Manager_78,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_04
PID_1506,PRJ_1506,CUST_132,PRJ_Vert_01,PRJ_Exec_24,Standard Billable,Active,PM_604,Project_Manager_604,ASDM_87,Account_Service_Delivery_Manager_86,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_02
PID_1507,PRJ_1507,CUST_24,PRJ_Vert_01,PRJ_Exec_13,Standard Billable,Active,PM_24,Project_Manager_24,ASDM_24,Account_Service_Delivery_Manager_24,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_02,Commercial_Model_04
PID_1508,PRJ_1508,CUST_381,PRJ_Vert_02,PRJ_Exec_15,Standard Billable,Active,PM_605,Project_Manager_605,ASDM_84,Account_Service_Delivery_Manager_83,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_04
PID_686,PRJ_686,CUST_263,PRJ_Vert_01,PRJ_Exec_05,Standard Billable,Active,PM_363,Project_Manager_363,ASDM_124,Account_Service_Delivery_Manager_123,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_04
PID_1509,PRJ_1509,CUST_27,PRJ_Vert_03,PRJ_Exec_10,Standard Billable,Active,PM_174,Project_Manager_174,ASDM_27,Account_Service_Delivery_Manager_27,Confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_02,Commercial_Model_04
PID_1510,PRJ_1510,CUST_261,PRJ_Vert_01,PRJ_Exec_05,Standard Billable,Active,PM_268,Project_Manager_268,ASDM_74,Account_Service_Delivery_Manager_73,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_02
PID_1457,PRJ_1457,CUST_32,PRJ_Vert_05,PRJ_Exec_09,Standard Billable,Active,PM_596,Project_Manager_596,ASDM_33,Account_Service_Delivery_Manager_33,Confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_01,Commercial_Model_04
PID_1511,PRJ_1511,CUST_99,PRJ_Vert_05,PRJ_Exec_09,Standard Billable,Active,PM_606,Project_Manager_606,ASDM_75,Account_Service_Delivery_Manager_74,Confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_01,Commercial_Model_04
PID_1512,PRJ_1512,CUST_12,PRJ_Vert_03,PRJ_Exec_10,Standard Billable,Active,PM_12,Project_Manager_12,ASDM_12,Account_Service_Delivery_Manager_12,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_02,Commercial_Model_02
PID_1513,PRJ_1513,CUST_12,PRJ_Vert_03,PRJ_Exec_10,Standard Billable,Active,PM_12,Project_Manager_12,ASDM_12,Account_Service_Delivery_Manager_12,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_02,Commercial_Model_02
PID_690,PRJ_690,CUST_121,PRJ_Vert_01,PRJ_Exec_24,Standard Billable,Active,PM_146,Project_Manager_146,ASDM_81,Account_Service_Delivery_Manager_80,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_02
PID_1514,PRJ_1514,CUST_132,PRJ_Vert_01,PRJ_Exec_24,Standard Billable,Active,PM_607,Project_Manager_607,ASDM_87,Account_Service_Delivery_Manager_86,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_04
PID_1515,PRJ_1515,CUST_166,PRJ_Vert_02,PRJ_Exec_15,Standard Billable,Active,PM_196,Project_Manager_196,ASDM_84,Account_Service_Delivery_Manager_83,Confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_01
PID_1516,PRJ_1516,CUST_132,PRJ_Vert_01,PRJ_Exec_24,Standard Billable,Active,PM_158,Project_Manager_158,ASDM_87,Account_Service_Delivery_Manager_86,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_04
PID_1517,PRJ_1517,CUST_313,PRJ_Vert_05,PRJ_Exec_37,Standard Billable,Active,PM_450,Project_Manager_450,ASDM_75,Account_Service_Delivery_Manager_74,Confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_01,Commercial_Model_01
PID_1518,PRJ_1518,CUST_08,PRJ_Vert_02,PRJ_Exec_07,Standard Billable,Active,PM_456,Project_Manager_456,ASDM_08,Account_Service_Delivery_Manager_08,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_02,Commercial_Model_03
PID_1520,PRJ_1520,CUST_73,PRJ_Vert_02,PRJ_Exec_15,Standard Billable,Active,PM_87,Project_Manager_87,ASDM_26,Account_Service_Delivery_Manager_26,Confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_04
PID_701,PRJ_701,CUST_120,PRJ_Vert_02,PRJ_Exec_23,Standard Billable,Active,PM_301,Project_Manager_301,ASDM_60,Account_Service_Delivery_Manager_59,Confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_02
PID_968,PRJ_968,CUST_52,PRJ_Vert_02,PRJ_Exec_05,Standard Billable,Active,PM_446,Project_Manager_446,ASDM_121,Account_Service_Delivery_Manager_120,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_02
PID_1522,PRJ_1522,CUST_376,PRJ_Vert_01,PRJ_Exec_24,Standard Billable,Active,PM_91,Project_Manager_91,ASDM_62,Account_Service_Delivery_Manager_61,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_01
PID_431,PRJ_431,CUST_121,PRJ_Vert_01,PRJ_Exec_24,Standard Billable,Active,PM_146,Project_Manager_146,ASDM_81,Account_Service_Delivery_Manager_80,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_02
PID_1523,PRJ_1523,CUST_99,PRJ_Vert_05,PRJ_Exec_09,Standard Billable,Active,PM_118,Project_Manager_118,ASDM_75,Account_Service_Delivery_Manager_74,Confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_01,Commercial_Model_04
PID_1524,PRJ_1524,CUST_113,PRJ_Vert_01,PRJ_Exec_01,Standard Billable,Active,PM_138,Project_Manager_138,ASDM_79,Account_Service_Delivery_Manager_78,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_04
PID_1525,PRJ_1525,CUST_383,PRJ_Vert_01,PRJ_Exec_05,Standard Billable,Active,PM_609,Project_Manager_609,ASDM_139,Account_Service_Delivery_Manager_138,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_02
PID_1526,PRJ_1526,CUST_384,PRJ_Vert_06,PRJ_Exec_29,Standard Billable,Active,PM_108,Project_Manager_108,ASDM_66,Account_Service_Delivery_Manager_65,Confirmed,01-03-2026,31-03-2026,Vertical_06,Unit_01,Commercial_Model_04
PID_1527,PRJ_1527,CUST_67,PRJ_Vert_02,PRJ_Exec_23,Standard Billable,Active,PM_253,Project_Manager_253,ASDM_59,Account_Service_Delivery_Manager_58,Confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_01
PID_1528,PRJ_1528,CUST_108,PRJ_Vert_02,PRJ_Exec_15,Standard Billable,Active,PM_153,Project_Manager_153,ASDM_21,Account_Service_Delivery_Manager_21,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_01
PID_1469,PRJ_1469,CUST_373,PRJ_Vert_02,PRJ_Exec_15,Standard Billable,Active,PM_531,Project_Manager_531,ASDM_22,Account_Service_Delivery_Manager_22,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_02
PID_1529,PRJ_1529,CUST_103,PRJ_Vert_02,PRJ_Exec_02,Standard Billable,Active,PM_126,Project_Manager_126,ASDM_02,Account_Service_Delivery_Manager_02,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_04
PID_980,PRJ_980,CUST_91,PRJ_Vert_02,PRJ_Exec_19,Standard Billable,Active,PM_71,Project_Manager_71,ASDM_58,Account_Service_Delivery_Manager_50,Confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_02
PID_1530,PRJ_1530,CUST_47,PRJ_Vert_01,PRJ_Exec_24,Standard Billable,Active,PM_165,Project_Manager_165,ASDM_45,Account_Service_Delivery_Manager_45,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_04
PID_1519,PRJ_1519,CUST_382,PRJ_Vert_01,PRJ_Exec_05,Standard Billable,Active,PM_608,Project_Manager_608,ASDM_79,Account_Service_Delivery_Manager_78,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_01
PID_1531,PRJ_1531,CUST_120,PRJ_Vert_02,PRJ_Exec_23,Standard Billable,Active,PM_150,Project_Manager_150,ASDM_60,Account_Service_Delivery_Manager_59,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_01
PID_1532,PRJ_1532,CUST_134,PRJ_Vert_03,PRJ_Exec_03,Standard Billable,Active,PM_160,Project_Manager_160,ASDM_88,Account_Service_Delivery_Manager_87,Confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_01,Commercial_Model_01
PID_1533,PRJ_1533,CUST_108,PRJ_Vert_02,PRJ_Exec_15,Standard Billable,Active,PM_610,Project_Manager_610,ASDM_21,Account_Service_Delivery_Manager_21,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_01
PID_1534,PRJ_1534,CUST_108,PRJ_Vert_02,PRJ_Exec_15,Standard Billable,Active,PM_611,Project_Manager_611,ASDM_21,Account_Service_Delivery_Manager_21,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_01
PID_454,PRJ_454,CUST_204,PRJ_Vert_05,PRJ_Exec_09,Standard Billable,Active,PM_276,Project_Manager_276,ASDM_76,Account_Service_Delivery_Manager_75,Confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_01,Commercial_Model_04
PID_1535,PRJ_1535,CUST_180,PRJ_Vert_02,PRJ_Exec_06,Standard Billable,Active,PM_238,Project_Manager_238,ASDM_103,Account_Service_Delivery_Manager_102,Confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_01
PID_1536,PRJ_1536,CUST_122,PRJ_Vert_01,PRJ_Exec_01,Standard Billable,Active,PM_72,Project_Manager_72,ASDM_55,Account_Service_Delivery_Manager_55,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_02
PID_1538,PRJ_1538,CUST_191,PRJ_Vert_04,PRJ_Exec_40,Standard Billable,Active,PM_529,Project_Manager_529,ASDM_106,Account_Service_Delivery_Manager_105,Confirmed,01-03-2026,31-03-2026,Vertical_04,Unit_01,Commercial_Model_04
PID_1539,PRJ_1539,CUST_59,PRJ_Vert_08,PRJ_Exec_05,Standard Billable,Active,PM_612,Project_Manager_612,ASDM_54,Account_Service_Delivery_Manager_54,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_08,Unit_01,Commercial_Model_02
PID_236,PRJ_236,CUST_139,PRJ_Vert_02,PRJ_Exec_19,Standard Billable,Active,PM_168,Project_Manager_168,ASDM_38,Account_Service_Delivery_Manager_38,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_02
PID_1540,PRJ_1540,CUST_385,PRJ_Vert_02,PRJ_Exec_15,Standard Billable,Active,PM_613,Project_Manager_613,ASDM_22,Account_Service_Delivery_Manager_22,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_02
PID_1002,PRJ_1002,CUST_119,PRJ_Vert_02,PRJ_Exec_02,Standard Billable,Active,PM_375,Project_Manager_375,ASDM_59,Account_Service_Delivery_Manager_58,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_04
PID_1541,PRJ_1541,CUST_62,PRJ_Vert_06,PRJ_Exec_32,Standard Billable,Active,PM_139,Project_Manager_139,ASDM_56,Account_Service_Delivery_Manager_56,Confirmed,01-03-2026,31-03-2026,Vertical_06,Unit_01,Commercial_Model_01
PID_1543,PRJ_1543,CUST_36,PRJ_Vert_02,PRJ_Exec_23,Standard Billable,Active,PM_40,Project_Manager_40,ASDM_38,Account_Service_Delivery_Manager_38,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_05
PID_1544,PRJ_1544,CUST_387,PRJ_Vert_02,PRJ_Exec_19,Standard Billable,Active,PM_614,Project_Manager_614,ASDM_38,Account_Service_Delivery_Manager_38,Confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_04
PID_1542,PRJ_1542,CUST_386,PRJ_Vert_02,PRJ_Exec_15,Standard Billable,Active,PM_250,Project_Manager_250,ASDM_77,Account_Service_Delivery_Manager_76,Confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_05
PID_1546,PRJ_1546,CUST_52,PRJ_Vert_02,PRJ_Exec_15,Standard Billable,Active,PM_419,Project_Manager_419,ASDM_121,Account_Service_Delivery_Manager_120,Confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_02
PID_1547,PRJ_1547,CUST_388,PRJ_Vert_05,PRJ_Exec_05,Standard Billable,Active,PM_542,Project_Manager_542,ASDM_76,Account_Service_Delivery_Manager_75,Confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_01,Commercial_Model_02
PID_469,PRJ_469,CUST_27,PRJ_Vert_03,PRJ_Exec_03,Standard Billable,Active,PM_281,Project_Manager_281,ASDM_27,Account_Service_Delivery_Manager_27,Confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_01,Commercial_Model_03
PID_1548,PRJ_1548,CUST_20,PRJ_Vert_03,PRJ_Exec_03,Standard Billable,Active,PM_28,Project_Manager_28,ASDM_20,Account_Service_Delivery_Manager_20,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_01,Commercial_Model_04
PID_1549,PRJ_1549,CUST_213,PRJ_Vert_02,PRJ_Exec_46,Standard Billable,Active,PM_439,Project_Manager_439,ASDM_30,Account_Service_Delivery_Manager_30,Confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_01
PID_1550,PRJ_1550,CUST_05,PRJ_Vert_01,PRJ_Exec_53,Standard Billable,Active,PM_162,Project_Manager_162,ASDM_05,Account_Service_Delivery_Manager_05,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_04
PID_1552,PRJ_1552,CUST_389,PRJ_Vert_03,PRJ_Exec_03,Standard Billable,Active,PM_171,Project_Manager_171,ASDM_20,Account_Service_Delivery_Manager_20,Confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_01,Commercial_Model_04
PID_1553,PRJ_1553,CUST_126,PRJ_Vert_04,PRJ_Exec_34,Standard Billable,Active,PM_615,Project_Manager_615,ASDM_10,Account_Service_Delivery_Manager_10,Confirmed,01-03-2026,31-03-2026,Vertical_04,Unit_01,Commercial_Model_02
PID_1555,PRJ_1555,CUST_390,PRJ_Vert_06,PRJ_Exec_29,Standard Billable,Active,PM_163,Project_Manager_163,ASDM_66,Account_Service_Delivery_Manager_65,Confirmed,01-03-2026,31-03-2026,Vertical_06,Unit_01,Commercial_Model_04
PID_1556,PRJ_1556,CUST_63,PRJ_Vert_01,PRJ_Exec_20,Standard Billable,Active,PM_70,Project_Manager_70,ASDM_57,Account_Service_Delivery_Manager_57,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_01,Commercial_Model_04
PID_1557,PRJ_1557,CUST_320,PRJ_Vert_01,PRJ_Exec_43,Standard Billable,Active,PM_616,Project_Manager_459,ASDM_140,Account_Service_Delivery_Manager_139,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_02,Commercial_Model_03
PID_317,PRJ_317,CUST_169,PRJ_Vert_07,PRJ_Exec_39,Standard Billable,Active,PM_217,Project_Manager_217,ASDM_16,Account_Service_Delivery_Manager_16,Confirmed,01-03-2026,31-03-2026,Vertical_07,Unit_01,Commercial_Model_01
PID_1554,PRJ_1554,CUST_89,PRJ_Vert_03,PRJ_Exec_03,Standard Billable,Active,PM_105,Project_Manager_105,ASDM_70,Account_Service_Delivery_Manager_69,Confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_01,Commercial_Model_04
PID_1558,PRJ_1558,CUST_391,PRJ_Vert_07,PRJ_Exec_39,Standard Billable,Active,PM_143,Project_Manager_143,ASDM_72,Account_Service_Delivery_Manager_71,Confirmed,01-03-2026,31-03-2026,Vertical_07,Unit_01,Commercial_Model_02
PID_1559,PRJ_1559,CUST_12,PRJ_Vert_03,PRJ_Exec_10,Standard Billable,Active,PM_12,Project_Manager_12,ASDM_12,Account_Service_Delivery_Manager_12,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_02,Commercial_Model_02
PID_1560,PRJ_1560,CUST_62,PRJ_Vert_06,PRJ_Exec_32,Standard Billable,Active,PM_617,Project_Manager_616,ASDM_56,Account_Service_Delivery_Manager_56,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_06,Unit_01,Commercial_Model_04
PID_1561,PRJ_1561,CUST_114,PRJ_Vert_04,PRJ_Exec_40,Standard Billable,Active,PM_140,Project_Manager_140,ASDM_80,Account_Service_Delivery_Manager_79,Confirmed,01-03-2026,31-03-2026,Vertical_04,Unit_01,Commercial_Model_01
PID_1795,PRJ_1795,CUST_412,PRJ_Vert_08,PRJ_Exec_58,Standard Billable,Active,PM_538,Project_Manager_538,ASDM_67,Account_Service_Delivery_Manager_66,Confirmed,01-03-2026,31-03-2026,Vertical_08,Unit_01,Commercial_Model_01
PID_1562,PRJ_1562,CUST_142,PRJ_Vert_01,PRJ_Exec_43,Standard Billable,Active,PM_618,Project_Manager_617,ASDM_91,Account_Service_Delivery_Manager_90,Confirmed,01-03-2026,31-03-2026,Vertical_01,Unit_02,Commercial_Model_02
PID_1563,PRJ_1563,CUST_392,PRJ_Vert_05,PRJ_Exec_30,Standard Billable,Active,PM_219,Project_Manager_219,ASDM_98,Account_Service_Delivery_Manager_97,Confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_02,Commercial_Model_02
PID_1019,PRJ_1019,CUST_54,PRJ_Vert_02,PRJ_Exec_19,Standard Billable,Active,PM_71,Project_Manager_71,ASDM_58,Account_Service_Delivery_Manager_50,Confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_01
PID_1564,PRJ_1564,CUST_393,PRJ_Vert_02,PRJ_Exec_07,Standard Billable,Active,PM_619,Project_Manager_618,ASDM_08,Account_Service_Delivery_Manager_08,Confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_02,Commercial_Model_03
PID_1565,PRJ_1565,CUST_157,PRJ_Vert_05,PRJ_Exec_16,Standard Billable,Active,PM_453,Project_Manager_453,ASDM_97,Account_Service_Delivery_Manager_96,Confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_01,Commercial_Model_04
PID_1566,PRJ_1566,CUST_394,PRJ_Vert_06,PRJ_Exec_41,Standard Billable,Active,PM_620,Project_Manager_619,ASDM_126,Account_Service_Delivery_Manager_125,Confirmed,01-03-2026,31-03-2026,Vertical_06,Unit_02,Commercial_Model_03
PID_1567,PRJ_1567,CUST_283,PRJ_Vert_05,PRJ_Exec_30,Standard Billable,Active,PM_201,Project_Manager_201,ASDM_98,Account_Service_Delivery_Manager_97,Confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_02,Commercial_Model_02
PID_1568,PRJ_1568,CUST_281,PRJ_Vert_02,PRJ_Exec_44,Standard Billable,Active,PM_193,Project_Manager_193,ASDM_94,Account_Service_Delivery_Manager_93,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_02,Commercial_Model_03
PID_1569,PRJ_1569,CUST_44,PRJ_Vert_03,PRJ_Exec_03,Standard Billable,Active,PM_621,Project_Manager_620,ASDM_43,Account_Service_Delivery_Manager_43,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_01,Commercial_Model_04
PID_1570,PRJ_1570,CUST_283,PRJ_Vert_05,PRJ_Exec_30,Standard Billable,Active,PM_219,Project_Manager_219,ASDM_98,Account_Service_Delivery_Manager_97,Confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_02,Commercial_Model_02
PID_488,PRJ_488,CUST_215,PRJ_Vert_05,PRJ_Exec_49,Standard Billable,Active,PM_290,Project_Manager_290,ASDM_112,Account_Service_Delivery_Manager_111,Confirmed,01-03-2026,31-03-2026,Vertical_05,Unit_01,Commercial_Model_01
PID_21,PRJ_21,CUST_20,PRJ_Vert_03,PRJ_Exec_03,Standard Billable,Active,PM_20,Project_Manager_20,ASDM_20,Account_Service_Delivery_Manager_20,Confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_01,Commercial_Model_01
PID_1571,PRJ_1571,CUST_27,PRJ_Vert_03,PRJ_Exec_03,Standard Billable,Active,PM_426,Project_Manager_426,ASDM_27,Account_Service_Delivery_Manager_27,Confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_01,Commercial_Model_04
PID_1573,PRJ_1573,CUST_13,PRJ_Vert_06,PRJ_Exec_11,Standard Billable,Active,PM_622,Project_Manager_621,ASDM_13,Account_Service_Delivery_Manager_13,Confirmed,01-03-2026,31-03-2026,Vertical_06,Unit_01,Commercial_Model_01
PID_1322,PRJ_1322,CUST_241,PRJ_Vert_03,PRJ_Exec_03,Standard Billable,Active,PM_342,Project_Manager_342,ASDM_07,Account_Service_Delivery_Manager_07,Confirmed,01-03-2026,31-03-2026,Vertical_03,Unit_01,Commercial_Model_04
PID_1574,PRJ_1574,CUST_179,PRJ_Vert_02,PRJ_Exec_23,Standard Billable,Active,PM_274,Project_Manager_274,ASDM_102,Account_Service_Delivery_Manager_101,Yet to be confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_02
PID_1575,PRJ_1575,CUST_33,PRJ_Vert_02,PRJ_Exec_23,Standard Billable,Active,PM_623,Project_Manager_622,ASDM_34,Account_Service_Delivery_Manager_34,Confirmed,01-03-2026,31-03-2026,Vertical_02,Unit_01,Commercial_Model_01
